,Unnamed: 0,id,group
8221,8221,P4HA1_protein,protein
8222,8222,PADI3_protein,protein
8223,8223,PDE6A_protein,protein
8224,8224,PDIA2_protein,protein
8225,8225,PELO_protein,protein
8226,8226,PLAA_protein,protein
8227,8227,PNOC_protein,protein
8228,8228,POLD1_protein,protein
8229,8229,PON1_protein,protein
8230,8230,PPL_protein,protein
8231,8231,PRM1_protein,protein
8232,8232,PTK6_protein,protein
8233,8233,RGN_protein,protein
8234,8234,SCNN1B_protein,protein
8235,8235,SCT_protein,protein
8236,8236,SCTR_protein,protein
8237,8237,SIGIRR_protein,protein
8238,8238,SLC19A2_protein,protein
8239,8239,SLC19A3_protein,protein
8240,8240,SLC31A1_protein,protein
8241,8241,SLC39A8_protein,protein
8242,8242,SLC3A2_protein,protein
8243,8243,SLC7A5_protein,protein
8244,8244,SMPD1_protein,protein
8245,8245,SNAP25_protein,protein
8246,8246,SPN_protein,protein
8247,8247,SRC_protein,protein
8248,8248,SREBF1_protein,protein
8249,8249,STARD3_protein,protein
8250,8250,TAF7_protein,protein
8251,8251,TCN2_protein,protein
8252,8252,TERF2_protein,protein
8253,8253,TGM4_protein,protein
8254,8254,TICAM1_protein,protein
8255,8255,TINF2_protein,protein
8256,8256,TPMT_protein,protein
8257,8257,TYMP_protein,protein
8258,8258,UBC_protein,protein
8259,8259,UGCG_protein,protein
8260,8260,UGDH_protein,protein
8261,8261,VAMP2_protein,protein
8262,8262,WIF1_protein,protein
8263,8263,SP2_protein,protein
8264,8264,PAPSS2_protein,protein
8265,8265,ALPL_protein,protein
8266,8266,CYP46A1_protein,protein
8267,8267,ETF1_protein,protein
8268,8268,CNMD_protein,protein
8269,8269,MSH6_protein,protein
8270,8270,SLC1A3_protein,protein
8271,8271,TFF2_protein,protein
8272,8272,SP4_protein,protein
8273,8273,SPDEF_protein,protein
8274,8274,RETNLB_protein,protein
8275,8275,SPINK4_protein,protein
8276,8276,SPEN_protein,protein
8277,8277,CD22_protein,protein
8278,8278,CTSS_protein,protein
8279,8279,CXCR1_protein,protein
8280,8280,FCGR1A_protein,protein
8281,8281,JCHAIN_protein,protein
8282,8282,ITGAM_protein,protein
8283,8283,NSFL1C_protein,protein
8284,8284,P2RY10_protein,protein
8285,8285,PARG_protein,protein
8286,8286,PRTN3_protein,protein
8287,8287,SCARB2_protein,protein
8288,8288,TNFRSF11A_protein,protein
8289,8289,ZNF300_protein,protein
8290,8290,SPIC_protein,protein
8291,8291,SRCAP_protein,protein
8292,8292,ACLY_protein,protein
8293,8293,FDFT1_protein,protein
8294,8294,HK2_protein,protein
8295,8295,LRP1_protein,protein
8296,8296,ACOT7_protein,protein
8297,8297,HMGCR_protein,protein
8298,8298,PRSS8_protein,protein
8299,8299,DMD_protein,protein
8300,8300,FXN_protein,protein
8301,8301,HMGXB4_protein,protein
8302,8302,KPNA1_protein,protein
8303,8303,LMO7_protein,protein
8304,8304,PLG_protein,protein
8305,8305,PRRX1_protein,protein
8306,8306,SAMD4A_protein,protein
8307,8307,ETV2_protein,protein
8308,8308,WDR5_protein,protein
8309,8309,SSB_protein,protein
8310,8310,HAP1_protein,protein
8311,8311,SSX2_protein,protein
8312,8312,CCR1_protein,protein
8313,8313,FCGRT_protein,protein
8314,8314,GLS_protein,protein
8315,8315,IFNLR1_protein,protein
8316,8316,IL1R1_protein,protein
8317,8317,MVP_protein,protein
8318,8318,PLSCR1_protein,protein
8319,8319,S100A10_protein,protein
8320,8320,XAF1_protein,protein
8321,8321,RCAN1_protein,protein
8322,8322,CD46_protein,protein
8323,8323,CISH_protein,protein
8324,8324,FAAH_protein,protein
8325,8325,FGG_protein,protein
8326,8326,FGL1_protein,protein
8327,8327,IKBKE_protein,protein
8328,8328,LTBP1_protein,protein
8329,8329,MYD88_protein,protein
8330,8330,NME1_protein,protein
8331,8331,OAS1_protein,protein
8332,8332,OSM_protein,protein
8333,8333,PROS1_protein,protein
8334,8334,PSMB5_protein,protein
8335,8335,ROR1_protein,protein
8336,8336,S100A11_protein,protein
8337,8337,S1PR1_protein,protein
8338,8338,STS_protein,protein
8339,8339,TYK2_protein,protein
8340,8340,PRF1_protein,protein
8341,8341,STAT5_protein,protein
8342,8342,CSN2_protein,protein
8343,8343,STAT5B_protein,protein
8344,8344,CCL17_protein,protein
8345,8345,CCL26_protein,protein
8346,8346,CNR1_protein,protein
8347,8347,CYSLTR1_protein,protein
8348,8348,ORMDL3_protein,protein
8349,8349,SIDT1_protein,protein
8350,8350,SUGP1_protein,protein
8351,8351,SUPT3H_protein,protein
8352,8352,NEDD4L_protein,protein
8353,8353,SUZ12_protein,protein
8354,8354,TAF1_protein,protein
8355,8355,TAF5_protein,protein
8356,8356,TBC1D22A_protein,protein
8357,8357,ACBD3_protein,protein
8358,8358,TBL1X_protein,protein
8359,8359,LIN28B_protein,protein
8360,8360,PPBP_protein,protein
8361,8361,TBPL1_protein,protein
8362,8362,TBR1_protein,protein
8363,8363,TBX2_protein,protein
8364,8364,TBX20_protein,protein
8365,8365,CXCR3_protein,protein
8366,8366,PTGDR2_protein,protein
8367,8367,GJA5_protein,protein
8368,8368,TCF19_protein,protein
8369,8369,AICDA_protein,protein
8370,8370,EXO1_protein,protein
8371,8371,CLEC4C_protein,protein
8372,8372,DEFA5_protein,protein
8373,8373,DEFA6_protein,protein
8374,8374,HECA_protein,protein
8375,8375,NOTUM_protein,protein
8376,8376,NRXN1_protein,protein
8377,8377,VCAN_protein,protein
8378,8378,WWC1_protein,protein
8379,8379,TCFL5_protein,protein
8380,8380,TEAD1_protein,protein
8381,8381,ATP6V0A2_protein,protein
8382,8382,NAIP_protein,protein
8383,8383,TEAD4_protein,protein
8384,8384,TEF_protein,protein
8385,8385,CGB3_protein,protein
8386,8386,DCBLD2_protein,protein
8387,8387,ECM1_protein,protein
8388,8388,GUSB_protein,protein
8389,8389,HIP1_protein,protein
8390,8390,LNPEP_protein,protein
8391,8391,MCAM_protein,protein
8392,8392,NME3_protein,protein
8393,8393,SNAP91_protein,protein
8394,8394,SULT1E1_protein,protein
8395,8395,TFAP2B_protein,protein
8396,8396,DRD1_protein,protein
8397,8397,TFAP2C_protein,protein
8398,8398,GPX1_protein,protein
8399,8399,CLCN5_protein,protein
8400,8400,SALL2_protein,protein
8401,8401,TFCP2_protein,protein
8402,8402,FGA_protein,protein
8403,8403,TFCP2L1_protein,protein
8404,8404,TFDP3_protein,protein
8405,8405,TFEB_protein,protein
8406,8406,TFPT_protein,protein
8407,8407,THRA_protein,protein
8408,8408,THRB_protein,protein
8409,8409,TLE3_protein,protein
8410,8410,TOB1_protein,protein
8411,8411,TOP2B_protein,protein
8412,8412,ALKBH2_protein,protein
8413,8413,ANTXR1_protein,protein
8414,8414,APCS_protein,protein
8415,8415,BTG3_protein,protein
8416,8416,CABLES1_protein,protein
8417,8417,FDXR_protein,protein
8418,8418,FRMD5_protein,protein
8419,8419,GC_protein,protein
8420,8420,GML_protein,protein
8421,8421,HSP90AB1_protein,protein
8422,8422,MAP4_protein,protein
8423,8423,NLRC4_protein,protein
8424,8424,PDGFRB_protein,protein
8425,8425,PERP_protein,protein
8426,8426,PLK3_protein,protein
8427,8427,PRC1_protein,protein
8428,8428,PRG3_protein,protein
8429,8429,PRKAB1_protein,protein
8430,8430,REEP5_protein,protein
8431,8431,SFN_protein,protein
8432,8432,SLC6A6_protein,protein
8433,8433,SSTR2_protein,protein
8434,8434,TCEAL1_protein,protein
8435,8435,TP53I3_protein,protein
8436,8436,UHRF1BP1_protein,protein
8437,8437,TP53BP1_protein,protein
8438,8438,EVPL_protein,protein
8439,8439,SMARCD3_protein,protein
8440,8440,TP65_protein,protein
8441,8441,TRERF1_protein,protein
8442,8442,LILRB1_protein,protein
8443,8443,LILRB2_protein,protein
8444,8444,LILRB4_protein,protein
8445,8445,TRIM16_protein,protein
8446,8446,DES_protein,protein
8447,8447,TRIM25_protein,protein
8448,8448,TRIM28_protein,protein
8449,8449,ZNF274_protein,protein
8450,8450,TRIP6_protein,protein
8451,8451,TRRAP_protein,protein
8452,8452,TSC22D1_protein,protein
8453,8453,CNP_protein,protein
8454,8454,TSC22D3_protein,protein
8455,8455,CEP55_protein,protein
8456,8456,TTF2_protein,protein
8457,8457,AKR1C2_protein,protein
8458,8458,CTPS1_protein,protein
8459,8459,DNM3_protein,protein
8460,8460,KLF17_protein,protein
8461,8461,MAPK3_protein,protein
8462,8462,PFDN4_protein,protein
8463,8463,RAP1A_protein,protein
8464,8464,YBX1_protein,protein
8465,8465,UBP1_protein,protein
8466,8466,UBTF_protein,protein
8467,8467,TAF1B_protein,protein
8468,8468,NCBP1_protein,protein
8469,8469,SLBP_protein,protein
8470,8470,UPF2_protein,protein
8471,8471,URI1_protein,protein
8472,8472,USF1_protein,protein
8473,8473,ASCL2_protein,protein
8474,8474,CEACAM5_protein,protein
8475,8475,EXT1_protein,protein
8476,8476,MYH9_protein,protein
8477,8477,PKLR_protein,protein
8478,8478,SCN9A_protein,protein
8479,8479,SLC16A1_protein,protein
8480,8480,SLC22A2_protein,protein
8481,8481,TOP3A_protein,protein
8482,8482,ATP5F1A_protein,protein
8483,8483,IGF2R_protein,protein
8484,8484,UTF1_protein,protein
8485,8485,CALB1_protein,protein
8486,8486,CST5_protein,protein
8487,8487,CYP24A1_protein,protein
8488,8488,DKK4_protein,protein
8489,8489,PODXL_protein,protein
8490,8490,TNFRSF21_protein,protein
8491,8491,TPT1_protein,protein
8492,8492,TRPV6_protein,protein
8493,8493,VEZF1_protein,protein
8494,8494,CA12_protein,protein
8495,8495,COL4A2_protein,protein
8496,8496,WHSC1_protein,protein
8497,8497,CDC73_protein,protein
8498,8498,CIAO1_protein,protein
8499,8499,CX3CL1_protein,protein
8500,8500,CXXC5_protein,protein
8501,8501,NDRG2_protein,protein
8502,8502,NPHS1_protein,protein
8503,8503,UBE2I_protein,protein
8504,8504,WTAP_protein,protein
8505,8505,WWP1_protein,protein
8506,8506,ERBB4_protein,protein
8507,8507,SPART_protein,protein
8508,8508,WWTR1_protein,protein
8509,8509,BAK1_protein,protein
8510,8510,LTBR_protein,protein
8511,8511,EDEM2_protein,protein
8512,8512,ERN1_protein,protein
8513,8513,ERP29_protein,protein
8514,8514,WFS1_protein,protein
8515,8515,KIN_protein,protein
8516,8516,RNF111_protein,protein
8517,8517,XRCC5_protein,protein
8518,8518,XRCC6_protein,protein
8519,8519,ANAPC4_protein,protein
8520,8520,CCNC_protein,protein
8521,8521,CDKN3_protein,protein
8522,8522,CKS2_protein,protein
8523,8523,KPNA2_protein,protein
8524,8524,RAD9A_protein,protein
8525,8525,RBBP8_protein,protein
8526,8526,YEATS4_protein,protein
8527,8527,ACTC1_protein,protein
8528,8528,APH1A_protein,protein
8529,8529,CBX5_protein,protein
8530,8530,COX7C_protein,protein
8531,8531,DNAJB4_protein,protein
8532,8532,GBP1_protein,protein
8533,8533,GDAP1_protein,protein
8534,8534,INO80_protein,protein
8535,8535,PDIA6_protein,protein
8536,8536,PEG3_protein,protein
8537,8537,SAP30_protein,protein
8538,8538,TDO2_protein,protein
8539,8539,TSIX_protein,protein
8540,8540,WDFY4_protein,protein
8541,8541,ZBTB14_protein,protein
8542,8542,ZBTB16_protein,protein
8543,8543,ZBTB17_protein,protein
8544,8544,ZBTB2_protein,protein
8545,8545,ARF1_protein,protein
8546,8546,ZBTB5_protein,protein
8547,8547,ZBTB7A_protein,protein
8548,8548,PKM_protein,protein
8549,8549,COL4A3_protein,protein
8550,8550,GRHL2_protein,protein
8551,8551,ITGB4_protein,protein
8552,8552,LAMC2_protein,protein
8553,8553,PKP3_protein,protein
8554,8554,MEOX2_protein,protein
8555,8555,ELAVL1_protein,protein
8556,8556,LATS2_protein,protein
8557,8557,SERPINB2_protein,protein
8558,8558,ZFP36L1_protein,protein
8559,8559,ZIC1_protein,protein
8560,8560,BCL2L13_protein,protein
8561,8561,EIF3M_protein,protein
8562,8562,FAM57A_protein,protein
8563,8563,ZIC2_protein,protein
8564,8564,ZIC3_protein,protein
8565,8565,ZMYND11_protein,protein
8566,8566,ZNF143_protein,protein
8567,8567,BUB1B_protein,protein
8568,8568,ESCO2_protein,protein
8569,8569,PCYT1A_protein,protein
8570,8570,TALDO1_protein,protein
8571,8571,ZNF160_protein,protein
8572,8572,POMGNT1_protein,protein
8573,8573,ZNF224_protein,protein
8574,8574,ZNF239_protein,protein
8575,8575,ZNF24_protein,protein
8576,8576,ZNF267_protein,protein
8577,8577,ZNF335_protein,protein
8578,8578,ZNF382_protein,protein
8579,8579,ZNF383_protein,protein
8580,8580,ZNF410_protein,protein
8581,8581,ZNF423_protein,protein
8582,8582,ZNF444_protein,protein
8583,8583,SCARF1_protein,protein
8584,8584,ZNF76_protein,protein
8585,8585,ZNRD1_protein,protein
8586,8586,hsa-miR-20a-5p,miRNA
8587,8587,hsa-miR-146a-5p,miRNA
8588,8588,hsa-miR-122-5p,miRNA
8589,8589,hsa-miR-222-3p,miRNA
8590,8590,hsa-miR-21-5p,miRNA
8591,8591,hsa-miR-148a-3p,miRNA
8592,8592,hsa-miR-93-5p,miRNA
8593,8593,hsa-miR-9-5p,miRNA
8594,8594,hsa-miR-765,miRNA
8595,8595,hsa-miR-7-5p,miRNA
8596,8596,hsa-miR-661,miRNA
8597,8597,hsa-miR-659-3p,miRNA
8598,8598,hsa-miR-562,miRNA
8599,8599,hsa-miR-559,miRNA
8600,8600,hsa-miR-548d-3p,miRNA
8601,8601,hsa-miR-532-5p,miRNA
8602,8602,hsa-miR-504-5p,miRNA
8603,8603,hsa-miR-485-3p,miRNA
8604,8604,hsa-miR-451a,miRNA
8605,8605,hsa-miR-429,miRNA
8606,8606,hsa-miR-375,miRNA
8607,8607,hsa-miR-373-3p,miRNA
8608,8608,hsa-miR-372-3p,miRNA
8609,8609,hsa-miR-34b-5p,miRNA
8610,8610,hsa-miR-34a-5p,miRNA
8611,8611,hsa-miR-346,miRNA
8612,8612,hsa-miR-328-3p,miRNA
8613,8613,hsa-miR-326,miRNA
8614,8614,hsa-miR-31-5p,miRNA
8615,8615,hsa-miR-302d-3p,miRNA
8616,8616,hsa-miR-29b-3p,miRNA
8617,8617,hsa-miR-298,miRNA
8618,8618,hsa-miR-27a-3p,miRNA
8619,8619,hsa-miR-26a-5p,miRNA
8620,8620,hsa-miR-24-3p,miRNA
8621,8621,hsa-miR-223-3p,miRNA
8622,8622,hsa-miR-221-3p,miRNA
8623,8623,hsa-miR-217,miRNA
8624,8624,hsa-miR-214-3p,miRNA
8625,8625,hsa-miR-210-3p,miRNA
8626,8626,hsa-miR-206,miRNA
8627,8627,hsa-miR-204-5p,miRNA
8628,8628,hsa-miR-200c-3p,miRNA
8629,8629,hsa-miR-200b-3p,miRNA
8630,8630,hsa-miR-200a-3p,miRNA
8631,8631,hsa-miR-199b-5p,miRNA
8632,8632,hsa-miR-197-3p,miRNA
8633,8633,hsa-miR-196a-5p,miRNA
8634,8634,hsa-miR-195-5p,miRNA
8635,8635,hsa-miR-18a-3p,miRNA
8636,8636,hsa-miR-181c-5p,miRNA
8637,8637,hsa-miR-181b-5p,miRNA
8638,8638,hsa-miR-181a-5p,miRNA
8639,8639,hsa-miR-17-5p,miRNA
8640,8640,hsa-miR-16-5p,miRNA
8641,8641,hsa-miR-15b-5p,miRNA
8642,8642,hsa-miR-15a-5p,miRNA
8643,8643,hsa-miR-155-5p,miRNA
8644,8644,hsa-miR-153-3p,miRNA
8645,8645,hsa-miR-152-3p,miRNA
8646,8646,hsa-miR-148b-3p,miRNA
8647,8647,hsa-miR-145-5p,miRNA
8648,8648,hsa-miR-143-3p,miRNA
8649,8649,hsa-miR-141-3p,miRNA
8650,8650,hsa-miR-133a-3p,miRNA
8651,8651,hsa-miR-132-3p,miRNA
8652,8652,hsa-miR-130b-3p,miRNA
8653,8653,hsa-miR-128-3p,miRNA
8654,8654,hsa-miR-126-3p,miRNA
8655,8655,hsa-miR-125b-5p,miRNA
8656,8656,hsa-miR-124-3p,miRNA
8657,8657,hsa-miR-107,miRNA
8658,8658,hsa-miR-106b-5p,miRNA
8659,8659,hsa-miR-106a-5p,miRNA
8660,8660,hsa-miR-101-3p,miRNA
8661,8661,hsa-miR-100-5p,miRNA
8662,8662,hsa-miR-1-3p,miRNA
8663,8663,hsa-let-7g-5p,miRNA
8664,8664,hsa-let-7c-5p,miRNA
8665,8665,hsa-let-7a-5p,miRNA
8666,8666,hsa-miR-184,miRNA
8667,8667,hsa-miR-802,miRNA
8668,8668,hsa-miR-650,miRNA
8669,8669,hsa-miR-224-5p,miRNA
8670,8670,hsa-let-7f-5p,miRNA
8671,8671,hsa-miR-422a,miRNA
8672,8672,hsa-miR-1296-5p,miRNA
8673,8673,hsa-miR-193b-3p,miRNA
8674,8674,hsa-miR-138-5p,miRNA
8675,8675,hsa-miR-519c-3p,miRNA
8676,8676,hsa-miR-20b-5p,miRNA
8677,8677,hsa-miR-324-5p,miRNA
8678,8678,hsa-miR-216a-5p,miRNA
8679,8679,hsa-miR-942-5p,miRNA
8680,8680,hsa-miR-182-5p,miRNA
8681,8681,hsa-miR-657,miRNA
8682,8682,hsa-miR-654-3p,miRNA
8683,8683,hsa-miR-639,miRNA
8684,8684,hsa-miR-572,miRNA
8685,8685,hsa-miR-520h,miRNA
8686,8686,hsa-miR-520b,miRNA
8687,8687,hsa-miR-520a-3p,miRNA
8688,8688,hsa-miR-519e-3p,miRNA
8689,8689,hsa-miR-519d-3p,miRNA
8690,8690,hsa-miR-519b-3p,miRNA
8691,8691,hsa-miR-515-3p,miRNA
8692,8692,hsa-miR-423-3p,miRNA
8693,8693,hsa-miR-363-3p,miRNA
8694,8694,hsa-miR-345-5p,miRNA
8695,8695,hsa-miR-299-5p,miRNA
8696,8696,hsa-miR-28-5p,miRNA
8697,8697,hsa-miR-208b-3p,miRNA
8698,8698,hsa-miR-208a-3p,miRNA
8699,8699,hsa-miR-125a-5p,miRNA
8700,8700,hsa-miR-503-5p,miRNA
8701,8701,hsa-miR-424-5p,miRNA
8702,8702,hsa-miR-335-5p,miRNA
8703,8703,hsa-miR-378a-3p,miRNA
8704,8704,hsa-miR-29a-3p,miRNA
8705,8705,hsa-miR-140-5p,miRNA
8706,8706,hsa-miR-302c-3p,miRNA
8707,8707,hsa-miR-18b-5p,miRNA
8708,8708,hsa-miR-18a-5p,miRNA
8709,8709,hsa-miR-135a-5p,miRNA
8710,8710,hsa-miR-330-3p,miRNA
8711,8711,hsa-miR-34c-5p,miRNA
8712,8712,hsa-miR-199a-3p,miRNA
8713,8713,hsa-miR-29c-3p,miRNA
8714,8714,hsa-miR-150-5p,miRNA
8715,8715,hsa-miR-203a-3p,miRNA
8716,8716,hsa-miR-16-1-3p,miRNA
8717,8717,hsa-miR-130a-3p,miRNA
8718,8718,hsa-miR-32-5p,miRNA
8719,8719,hsa-miR-25-3p,miRNA
8720,8720,hsa-miR-377-3p,miRNA
8721,8721,hsa-miR-196b-5p,miRNA
8722,8722,hsa-miR-218-5p,miRNA
8723,8723,hsa-miR-370-3p,miRNA
8724,8724,hsa-miR-133b,miRNA
8725,8725,hsa-miR-96-5p,miRNA
8726,8726,hsa-miR-421,miRNA
8727,8727,hsa-miR-98-5p,miRNA
8728,8728,hsa-miR-105-5p,miRNA
8729,8729,hsa-miR-10a-5p,miRNA
8730,8730,hsa-miR-338-5p,miRNA
8731,8731,hsa-miR-545-3p,miRNA
8732,8732,hsa-miR-205-5p,miRNA
8733,8733,hsa-miR-19b-3p,miRNA
8734,8734,hsa-miR-23b-3p,miRNA
8735,8735,hsa-miR-92a-3p,miRNA
8736,8736,hsa-miR-433-3p,miRNA
8737,8737,hsa-miR-494-3p,miRNA
8738,8738,hsa-let-7b-5p,miRNA
8739,8739,hsa-miR-605-5p,miRNA
8740,8740,hsa-miR-376a-5p,miRNA
8741,8741,hsa-miR-30a-3p,miRNA
8742,8742,hsa-miR-27b-3p,miRNA
8743,8743,hsa-miR-23a-3p,miRNA
8744,8744,hsa-miR-19a-3p,miRNA
8745,8745,hsa-miR-126-5p,miRNA
8746,8746,hsa-miR-103a-3p,miRNA
8747,8747,hsa-miR-520c-3p,miRNA
8748,8748,hsa-miR-135b-5p,miRNA
8749,8749,hsa-miR-30a-5p,miRNA
8750,8750,hsa-miR-129-5p,miRNA
8751,8751,hsa-miR-320a,miRNA
8752,8752,hsa-miR-510-5p,miRNA
8753,8753,hsa-miR-22-3p,miRNA
8754,8754,hsa-let-7d-5p,miRNA
8755,8755,hsa-miR-10b-5p,miRNA
8756,8756,hsa-let-7e-5p,miRNA
8757,8757,hsa-miR-378a-5p,miRNA
8758,8758,hsa-miR-99a-5p,miRNA
8759,8759,hsa-miR-99b-5p,miRNA
8760,8760,hsa-miR-193a-3p,miRNA
8761,8761,hsa-miR-137,miRNA
8762,8762,hsa-miR-338-3p,miRNA
8763,8763,hsa-let-7i-5p,miRNA
8764,8764,hsa-miR-144-3p,miRNA
8765,8765,hsa-miR-449a,miRNA
8766,8766,hsa-miR-30d-5p,miRNA
8767,8767,hsa-miR-186-5p,miRNA
8768,8768,hsa-miR-183-5p,miRNA
8769,8769,hsa-miR-30e-5p,miRNA
8770,8770,hsa-miR-34b-3p,miRNA
8771,8771,hsa-miR-181d-5p,miRNA
8772,8772,hsa-miR-489-3p,miRNA
8773,8773,hsa-miR-302b-3p,miRNA
8774,8774,hsa-miR-194-5p,miRNA
8775,8775,hsa-miR-26b-5p,miRNA
8776,8776,hsa-miR-301a-3p,miRNA
8777,8777,hsa-miR-302a-3p,miRNA
8778,8778,hsa-miR-33b-5p,miRNA
8779,8779,hsa-miR-33a-5p,miRNA
8780,8780,hsa-miR-519a-3p,miRNA
8781,8781,hsa-miR-488-5p,miRNA
8782,8782,hsa-miR-199a-5p,miRNA
8783,8783,hsa-miR-147a,miRNA
8784,8784,hsa-miR-134-5p,miRNA
8785,8785,hsa-miR-212-3p,miRNA
8786,8786,hsa-miR-9-3p,miRNA
8787,8787,hsa-miR-513a-5p,miRNA
8788,8788,hsa-miR-424-3p,miRNA
8789,8789,hsa-miR-17-3p,miRNA
8790,8790,hsa-miR-185-5p,miRNA
8791,8791,hsa-miR-584-5p,miRNA
8792,8792,hsa-miR-92b-3p,miRNA
8793,8793,hsa-miR-483-3p,miRNA
8794,8794,hsa-miR-192-5p,miRNA
8795,8795,hsa-miR-626,miRNA
8796,8796,hsa-miR-520g-3p,miRNA
8797,8797,hsa-miR-127-3p,miRNA
8798,8798,hsa-miR-491-5p,miRNA
8799,8799,hsa-miR-450a-5p,miRNA
8800,8800,hsa-miR-512-5p,miRNA
8801,8801,hsa-miR-383-5p,miRNA
8802,8802,hsa-miR-219a-5p,miRNA
8803,8803,hsa-miR-361-5p,miRNA
8804,8804,hsa-miR-151a-5p,miRNA
8805,8805,hsa-miR-16-2-3p,miRNA
8806,8806,hsa-miR-146b-5p,miRNA
8807,8807,hsa-miR-296-5p,miRNA
8808,8808,hsa-miR-374a-5p,miRNA
8809,8809,hsa-miR-23b-5p,miRNA
8810,8810,hsa-miR-301b-3p,miRNA
8811,8811,hsa-miR-198,miRNA
8812,8812,hsa-miR-590-5p,miRNA
8813,8813,hsa-miR-486-5p,miRNA
8814,8814,hsa-miR-499a-5p,miRNA
8815,8815,hsa-miR-518a-5p,miRNA
8816,8816,hsa-miR-582-5p,miRNA
8817,8817,hsa-miR-324-3p,miRNA
8818,8818,hsa-miR-191-5p,miRNA
8819,8819,hsa-miR-30c-5p,miRNA
8820,8820,hsa-miR-876-3p,miRNA
8821,8821,hsa-miR-892b,miRNA
8822,8822,hsa-miR-148b-5p,miRNA
8823,8823,hsa-miR-675-5p,miRNA
8824,8824,hsa-miR-631,miRNA
8825,8825,hsa-miR-569,miRNA
8826,8826,hsa-miR-603,miRNA
8827,8827,hsa-miR-769-5p,miRNA
8828,8828,hsa-miR-617,miRNA
8829,8829,hsa-miR-384,miRNA
8830,8830,hsa-miR-625-5p,miRNA
8831,8831,hsa-miR-509-3p,miRNA
8832,8832,hsa-miR-632,miRNA
8833,8833,hsa-miR-521,miRNA
8834,8834,hsa-miR-190a-5p,miRNA
8835,8835,hsa-miR-188-5p,miRNA
8836,8836,hsa-miR-663a,miRNA
8837,8837,hsa-miR-149-3p,miRNA
8838,8838,hsa-miR-542-3p,miRNA
8839,8839,hsa-miR-340-5p,miRNA
8840,8840,hsa-miR-885-5p,miRNA
8841,8841,hsa-miR-1285-3p,miRNA
8842,8842,hsa-miR-612,miRNA
8843,8843,hsa-miR-1226-3p,miRNA
8844,8844,hsa-miR-409-3p,miRNA
8845,8845,hsa-miR-1258,miRNA
8846,8846,hsa-miR-146b-3p,miRNA
8847,8847,hsa-miR-101-5p,miRNA
8848,8848,hsa-miR-630,miRNA
8849,8849,hsa-miR-215-5p,miRNA
8850,8850,hsa-miR-193a-5p,miRNA
8851,8851,hsa-miR-448,miRNA
8852,8852,hsa-miR-24-1-5p,miRNA
8853,8853,hsa-miR-154-5p,miRNA
8854,8854,hsa-miR-522-3p,miRNA
8855,8855,hsa-miR-1256,miRNA
8856,8856,hsa-miR-151a-3p,miRNA
8857,8857,hsa-miR-616-3p,miRNA
8858,8858,hsa-miR-376c-3p,miRNA
8859,8859,hsa-miR-376a-3p,miRNA
8860,8860,hsa-miR-376b-3p,miRNA
8861,8861,hsa-miR-412-3p,miRNA
8862,8862,hsa-miR-331-3p,miRNA
8863,8863,hsa-miR-155-3p,miRNA
8864,8864,hsa-miR-342-3p,miRNA
8865,8865,hsa-miR-488-3p,miRNA
8866,8866,hsa-miR-339-5p,miRNA
8867,8867,hsa-miR-211-5p,miRNA
8868,8868,hsa-miR-369-5p,miRNA
8869,8869,hsa-miR-608,miRNA
8870,8870,hsa-miR-516a-3p,miRNA
8871,8871,hsa-miR-371a-3p,miRNA
8872,8872,hsa-miR-593-5p,miRNA
8873,8873,hsa-miR-542-5p,miRNA
8874,8874,hsa-miR-613,miRNA
8875,8875,hsa-miR-492,miRNA
8876,8876,hsa-miR-497-5p,miRNA
8877,8877,hsa-miR-140-3p,miRNA
8878,8878,hsa-miR-708-5p,miRNA
8879,8879,hsa-miR-216b-5p,miRNA
8880,8880,hsa-miR-637,miRNA
8881,8881,hsa-miR-483-5p,miRNA
8882,8882,hsa-miR-671-5p,miRNA
8883,8883,hsa-miR-622,miRNA
8884,8884,hsa-miR-365a-3p,miRNA
8885,8885,hsa-miR-34a-3p,miRNA
8886,8886,hsa-miR-766-3p,miRNA
8887,8887,hsa-miR-30c-1-3p,miRNA
8888,8888,hsa-miR-19b-1-5p,miRNA
8889,8889,hsa-miR-610,miRNA
8890,8890,hsa-miR-30b-5p,miRNA
8891,8891,hsa-miR-1228-3p,miRNA
8892,8892,hsa-miR-449b-5p,miRNA
8893,8893,hsa-miR-95-3p,miRNA
8894,8894,hsa-miR-142-3p,miRNA
8895,8895,hsa-miR-708-3p,miRNA
8896,8896,hsa-miR-633,miRNA
8897,8897,hsa-miR-520e,miRNA
8898,8898,hsa-miR-629-5p,miRNA
8899,8899,hsa-miR-1245a,miRNA
8900,8900,hsa-miR-128b,miRNA
8901,8901,hsa-miR-886-3p,miRNA
8902,8902,hsa-miR-768-5p,miRNA
8903,8903,hsa-miR-1826,miRNA
8904,8904,hsa-miR-129-2-3p,miRNA
8905,8905,hsa-miR-5787,miRNA
8906,8906,hsa-miR-595,miRNA
8907,8907,hsa-miR-30e-3p,miRNA
8908,8908,hsa-miR-484,miRNA
8909,8909,hsa-miR-125a-3p,miRNA
8910,8910,hsa-miR-518b,miRNA
8911,8911,hsa-miR-762,miRNA
8912,8912,hsa-miR-136-5p,miRNA
8913,8913,hsa-miR-642a-5p,miRNA
8914,8914,hsa-miR-524-5p,miRNA
